SN,BIN,Shape,FAI156,FAI156-P1,FAI156-P2,FAI156-P3,FAI156-P4,FAI156-P5,FAI156-P6,FAI156-P7,FAI156-P8,FAI156-P9,FAI156-P10,FAI156-P11,FAI156-P12,FAI156-P13,FAI156-P14,FAI156-P15,FAI156-P16,FAI156-P17,FAI156-P18,FAI156-P19,FAI156-P20
992,,,0.124,-0.021,-0.019,-0.016,0.001,-0.017,-0.036,-0.018,-0.007,-0.008,0.073,0.073,0.074,0.061,0.03,-0.015,-0.05,-0.041,-0.037,-0.023,-0.005
993,,,0.209,-0.032,-0.033,-0.029,0.009,-0.031,-0.075,-0.023,0,-0.008,0.114,0.111,0.134,0.073,0.039,-0.023,-0.058,-0.047,-0.048,-0.045,-0.029
994,,,0.215,-0.028,-0.024,-0.019,0.012,-0.029,-0.078,-0.028,-0.012,-0.026,0.093,0.105,0.137,0.083,0.048,-0.007,-0.041,-0.044,-0.045,-0.053,-0.044
995,,,0.185,-0.033,-0.03,-0.028,0.009,-0.025,-0.059,-0.017,0,-0.015,0.096,0.104,0.126,0.071,0.037,-0.024,-0.056,-0.049,-0.044,-0.039,-0.021
996,,,0.102,-0.019,-0.014,-0.012,-0.002,-0.013,-0.02,-0.013,-0.006,-0.005,0.043,0.048,0.055,0.062,0.031,-0.002,-0.04,-0.035,-0.033,-0.018,-0.007
997,,,0.133,-0.027,-0.022,-0.018,0,-0.021,-0.041,-0.017,-0.006,-0.011,0.082,0.081,0.086,0.068,0.034,-0.01,-0.047,-0.04,-0.041,-0.03,-0.019
998,,,0.192,-0.009,-0.015,-0.025,-0.015,-0.045,-0.077,-0.036,-0.004,0.02,0.115,0.107,0.108,0.067,0.031,-0.015,-0.051,-0.044,-0.049,-0.04,-0.024
999,,,0.124,-0.012,-0.009,-0.01,-0.003,-0.006,-0.003,0,0.007,0.012,0.058,0.04,0.018,0.018,-0.019,-0.047,-0.065,-0.038,-0.02,0.021,0.059
1000,,,0.181,-0.024,-0.023,-0.023,0.001,-0.027,-0.062,-0.026,-0.011,-0.018,0.085,0.096,0.119,0.083,0.052,-0.005,-0.043,-0.037,-0.047,-0.046,-0.044
1001,,,0.178,-0.039,-0.034,-0.028,0.005,-0.025,-0.057,-0.018,-0.001,-0.01,0.105,0.105,0.121,0.074,0.042,-0.02,-0.052,-0.046,-0.047,-0.04,-0.035
1002,,,0.174,-0.018,-0.018,-0.023,-0.014,-0.037,-0.06,-0.025,0.007,0.03,0.114,0.093,0.081,0.051,0.013,-0.026,-0.055,-0.043,-0.042,-0.024,-0.003
1003,,,0.14,-0.017,-0.017,-0.019,0.002,-0.019,-0.044,-0.018,-0.007,-0.011,0.076,0.077,0.085,0.062,0.031,-0.02,-0.055,-0.042,-0.036,-0.023,-0.004
1004,,,0.131,-0.019,-0.018,-0.02,-0.003,-0.017,-0.027,-0.011,0,0.001,0.073,0.066,0.062,0.052,0.021,-0.026,-0.058,-0.039,-0.031,-0.012,0.007
1005,,,0.149,-0.034,-0.029,-0.024,0.001,-0.02,-0.046,-0.014,-0.001,-0.008,0.091,0.09,0.098,0.069,0.035,-0.014,-0.051,-0.043,-0.044,-0.032,-0.024
1006,,,0.118,-0.015,-0.012,-0.015,-0.003,-0.015,-0.021,-0.013,-0.004,-0.002,0.065,0.057,0.051,0.048,0.016,-0.021,-0.053,-0.037,-0.031,-0.009,0.014
1007,,,0.148,-0.021,-0.019,-0.023,-0.005,-0.029,-0.053,-0.02,0.004,0.013,0.095,0.084,0.082,0.053,0.02,-0.017,-0.048,-0.039,-0.038,-0.026,-0.013
1008,,,0.127,-0.02,-0.016,-0.017,-0.001,-0.02,-0.036,-0.018,-0.007,-0.007,0.075,0.073,0.077,0.061,0.027,-0.015,-0.05,-0.041,-0.039,-0.022,-0.004
1009,,,0.123,-0.017,-0.014,-0.015,0.003,-0.017,-0.039,-0.014,-0.004,-0.008,0.068,0.064,0.071,0.054,0.025,-0.019,-0.052,-0.038,-0.034,-0.016,0.003
1010,,,0.15,-0.024,-0.022,-0.023,-0.003,-0.026,-0.051,-0.021,-0.005,-0.01,0.09,0.09,0.098,0.075,0.042,-0.012,-0.052,-0.044,-0.045,-0.035,-0.023
1011,,,0.18,-0.026,-0.024,-0.023,0.005,-0.026,-0.062,-0.025,-0.007,-0.017,0.092,0.097,0.118,0.075,0.042,-0.011,-0.048,-0.043,-0.046,-0.039,-0.034
1012,,,0.12,-0.02,-0.018,-0.017,-0.001,-0.017,-0.029,-0.014,-0.004,-0.008,0.068,0.066,0.069,0.059,0.028,-0.015,-0.051,-0.041,-0.038,-0.019,0.002
1013,,,0.133,-0.02,-0.018,-0.02,0,-0.012,-0.023,-0.006,0.004,0,0.069,0.063,0.06,0.045,0.01,-0.034,-0.064,-0.043,-0.03,-0.004,0.023
1014,,,0.213,-0.018,-0.021,-0.028,-0.01,-0.047,-0.088,-0.039,-0.003,0.013,0.124,0.117,0.125,0.076,0.043,-0.006,-0.044,-0.044,-0.056,-0.05,-0.046
1015,,,0.251,-0.029,-0.034,-0.03,-0.002,-0.047,-0.099,-0.036,0.002,0.01,0.138,0.134,0.152,0.078,0.039,-0.014,-0.047,-0.048,-0.056,-0.057,-0.054
1016,,,0.295,-0.026,-0.027,-0.027,0.007,-0.05,-0.121,-0.047,-0.012,-0.005,0.135,0.144,0.174,0.089,0.057,-0.005,-0.038,-0.041,-0.057,-0.069,-0.079
1017,,,0.274,-0.037,-0.034,-0.029,0.002,-0.044,-0.102,-0.04,0.007,0.048,0.172,0.14,0.137,0.039,-0.004,-0.059,-0.063,-0.029,-0.022,-0.033,-0.048
1018,,,0.233,-0.025,-0.026,-0.026,0.001,-0.043,-0.094,-0.036,0.001,0.012,0.131,0.124,0.139,0.068,0.028,-0.026,-0.053,-0.045,-0.049,-0.045,-0.034
1019,,,0.163,-0.028,-0.025,-0.019,0.008,-0.02,-0.056,-0.022,-0.01,-0.021,0.081,0.088,0.107,0.076,0.045,-0.006,-0.042,-0.038,-0.043,-0.041,-0.035
1020,,,0.252,-0.04,-0.037,-0.03,-0.004,-0.047,-0.098,-0.038,0.002,0.014,0.141,0.139,0.154,0.087,0.046,-0.006,-0.045,-0.047,-0.061,-0.064,-0.066
1021,,,0.119,-0.018,-0.016,-0.018,-0.003,-0.018,-0.03,-0.015,-0.008,-0.007,0.071,0.065,0.065,0.061,0.03,-0.011,-0.048,-0.041,-0.038,-0.022,-0.001
1022,,,0.188,-0.035,-0.031,-0.027,0.007,-0.027,-0.066,-0.018,-0.001,-0.007,0.107,0.109,0.122,0.072,0.033,-0.022,-0.058,-0.05,-0.048,-0.039,-0.02
1023,,,0.148,-0.027,-0.025,-0.022,0.001,-0.026,-0.049,-0.021,-0.008,-0.011,0.091,0.092,0.099,0.073,0.04,-0.009,-0.046,-0.042,-0.042,-0.036,-0.031
1024,,,0.207,-0.017,-0.022,-0.027,-0.011,-0.045,-0.083,-0.037,-0.002,0.016,0.118,0.111,0.124,0.076,0.039,-0.008,-0.044,-0.046,-0.052,-0.047,-0.043
1025,,,0.171,-0.009,-0.011,-0.02,-0.011,-0.038,-0.066,-0.031,0,0.021,0.105,0.09,0.088,0.054,0.017,-0.021,-0.05,-0.044,-0.04,-0.025,-0.009
1026,,,0.205,-0.019,-0.021,-0.025,-0.012,-0.045,-0.082,-0.035,0,0.02,0.123,0.112,0.116,0.071,0.032,-0.015,-0.049,-0.046,-0.05,-0.043,-0.033
1027,,,0.2,-0.017,-0.021,-0.028,-0.011,-0.043,-0.077,-0.031,0.003,0.023,0.123,0.11,0.11,0.065,0.026,-0.022,-0.056,-0.047,-0.048,-0.038,-0.019
1028,,,0.2,-0.022,-0.023,-0.026,-0.013,-0.042,-0.073,-0.032,0,0.026,0.127,0.11,0.105,0.064,0.026,-0.018,-0.05,-0.044,-0.045,-0.038,-0.03
1029,,,0.143,-0.033,-0.026,-0.018,0.002,-0.017,-0.035,-0.013,-0.003,-0.006,0.086,0.081,0.083,0.062,0.027,-0.023,-0.057,-0.044,-0.037,-0.025,-0.004
1030,,,0.236,-0.021,-0.025,-0.02,0.008,-0.038,-0.096,-0.038,0.001,0.036,0.14,0.117,0.114,0.029,-0.004,-0.05,-0.052,-0.016,-0.013,-0.024,-0.046
1031,,,0.172,-0.031,-0.027,-0.024,0.003,-0.025,-0.057,-0.019,-0.003,-0.009,0.095,0.1,0.115,0.073,0.036,-0.021,-0.057,-0.047,-0.043,-0.036,-0.022
1032,,,0.282,-0.035,-0.035,-0.035,-0.005,-0.048,-0.1,-0.039,0.004,0.048,0.182,0.149,0.139,0.047,0.006,-0.05,-0.069,-0.043,-0.047,-0.042,-0.026
1033,,,0.298,-0.048,-0.049,-0.032,0.012,-0.044,-0.114,-0.043,0.005,0.037,0.184,0.16,0.165,0.052,0.013,-0.045,-0.06,-0.041,-0.048,-0.054,-0.051
1034,,,0.196,-0.02,-0.022,-0.026,-0.012,-0.042,-0.076,-0.031,0.004,0.023,0.12,0.11,0.114,0.064,0.025,-0.022,-0.055,-0.049,-0.048,-0.038,-0.02
1035,,,0.154,-0.03,-0.028,-0.025,0.004,-0.02,-0.045,-0.017,-0.003,-0.011,0.089,0.09,0.099,0.07,0.036,-0.02,-0.055,-0.043,-0.042,-0.03,-0.019
1036,,,0.178,-0.013,-0.015,-0.023,-0.01,-0.037,-0.071,-0.029,0.002,0.021,0.107,0.095,0.099,0.055,0.017,-0.022,-0.049,-0.041,-0.042,-0.028,-0.015
1037,,,0.255,0.013,0.002,-0.021,-0.023,-0.056,-0.102,-0.089,-0.05,0.042,0.153,0.131,0.116,0.092,0.05,-0.003,-0.047,-0.054,-0.061,-0.051,-0.042
1038,,,0.213,-0.016,-0.015,-0.017,0.005,-0.037,-0.091,-0.039,-0.007,0.002,0.11,0.109,0.122,0.063,0.025,-0.017,-0.044,-0.039,-0.042,-0.038,-0.034
1039,,,0.111,-0.027,-0.018,-0.005,0.018,-0.009,-0.044,-0.006,0.016,0.008,0.067,0.048,0.048,0.012,-0.017,-0.041,-0.039,0,0.01,0.001,-0.02
1040,,,0.109,-0.017,-0.012,-0.014,0,-0.015,-0.029,-0.015,-0.006,-0.009,0.062,0.059,0.06,0.057,0.027,-0.012,-0.047,-0.038,-0.032,-0.018,0
1041,,,0.224,-0.036,-0.029,-0.016,0.021,-0.022,-0.078,-0.03,-0.012,-0.035,0.074,0.102,0.146,0.085,0.054,0.003,-0.03,-0.032,-0.041,-0.055,-0.071
1042,,,0.141,0.004,-0.002,-0.015,-0.014,-0.032,-0.046,-0.023,0.006,0.032,0.086,0.06,0.044,0.031,-0.004,-0.032,-0.055,-0.038,-0.027,-0.001,0.026
1043,,,0.138,-0.02,-0.02,-0.022,-0.002,-0.023,-0.044,-0.02,-0.008,-0.012,0.08,0.081,0.09,0.071,0.04,-0.008,-0.048,-0.042,-0.043,-0.032,-0.019
1044,,,0.24,-0.023,-0.023,-0.018,0.006,-0.034,-0.093,-0.039,0.003,0.037,0.147,0.121,0.111,0.028,-0.014,-0.057,-0.062,-0.032,-0.029,-0.02,-0.008
1045,,,0.131,-0.012,-0.007,-0.008,0.009,-0.01,-0.027,0.001,0.021,0.031,0.065,0.034,0.013,-0.017,-0.048,-0.066,-0.054,0,0.018,0.031,0.024
1046,,,0.238,-0.033,-0.033,-0.034,-0.011,-0.049,-0.091,-0.036,0.005,0.019,0.147,0.139,0.142,0.081,0.041,-0.019,-0.052,-0.053,-0.057,-0.057,-0.048
1047,,,0.109,0.001,0,-0.009,-0.01,-0.007,0.006,-0.002,0.001,0.009,0.036,0.016,0.002,0.028,-0.001,-0.027,-0.057,-0.035,-0.019,0.017,0.052
1048,,,0.196,-0.019,-0.023,-0.026,-0.011,-0.044,-0.076,-0.032,0.001,0.022,0.12,0.11,0.113,0.068,0.032,-0.018,-0.052,-0.049,-0.051,-0.039,-0.024
1049,,,0.285,-0.027,-0.031,-0.029,0.001,-0.049,-0.113,-0.043,-0.011,-0.003,0.141,0.146,0.172,0.092,0.053,-0.012,-0.046,-0.052,-0.058,-0.068,-0.064
1050,,,0.257,-0.034,-0.033,-0.031,-0.009,-0.048,-0.102,-0.04,-0.001,0.013,0.148,0.14,0.155,0.086,0.045,-0.008,-0.047,-0.052,-0.056,-0.062,-0.066
1051,,,0.14,-0.032,-0.025,-0.022,0.004,-0.018,-0.042,-0.014,-0.002,-0.007,0.081,0.082,0.088,0.065,0.035,-0.014,-0.052,-0.041,-0.038,-0.029,-0.019
1052,,,0.228,-0.044,-0.039,-0.03,0.002,-0.032,-0.076,-0.029,-0.007,-0.02,0.118,0.126,0.152,0.099,0.064,-0.005,-0.045,-0.044,-0.056,-0.066,-0.069
1053,,,0.115,-0.013,-0.012,-0.013,0.004,-0.016,-0.037,-0.018,-0.008,-0.013,0.064,0.062,0.069,0.053,0.022,-0.014,-0.046,-0.031,-0.027,-0.018,-0.007
1054,,,0.264,-0.034,-0.032,-0.018,0.022,-0.029,-0.1,-0.038,-0.015,-0.036,0.096,0.118,0.164,0.093,0.066,0.007,-0.034,-0.037,-0.047,-0.063,-0.083
1055,,,0.116,-0.015,-0.01,-0.009,0.006,-0.02,-0.046,-0.012,0.012,0.019,0.07,0.051,0.043,0.01,-0.017,-0.036,-0.034,0.007,0.012,0.001,-0.032
1056,,,0.139,-0.028,-0.024,-0.021,-0.001,-0.017,-0.031,-0.008,0.004,-0.002,0.081,0.075,0.073,0.054,0.022,-0.026,-0.058,-0.045,-0.037,-0.017,0.006
1057,,,0.203,-0.036,-0.028,-0.02,0.013,-0.023,-0.071,-0.024,-0.01,-0.028,0.091,0.103,0.132,0.081,0.05,-0.006,-0.041,-0.04,-0.046,-0.05,-0.048
1058,,,0.291,-0.053,-0.051,-0.042,-0.012,-0.053,-0.11,-0.034,0.009,0.022,0.175,0.168,0.181,0.094,0.052,-0.012,-0.049,-0.06,-0.067,-0.075,-0.082
1059,,,0.187,-0.034,-0.028,-0.01,0.029,-0.02,-0.071,-0.02,0.006,-0.01,0.089,0.076,0.116,0.035,0.011,-0.031,-0.036,-0.023,-0.022,-0.03,-0.027
1060,,,0.262,-0.015,-0.019,-0.026,-0.006,-0.053,-0.11,-0.051,-0.013,-0.001,0.128,0.133,0.152,0.093,0.057,0.002,-0.034,-0.041,-0.052,-0.067,-0.079
1061,,,0.163,0.018,0.019,0.007,-0.017,0.004,0.046,0.002,0.001,0.023,-0.015,-0.032,-0.062,0.006,-0.023,-0.035,-0.059,-0.032,-0.005,0.053,0.101
1062,,,0.121,-0.036,-0.026,-0.013,0.01,-0.012,-0.039,-0.011,0.003,-0.006,0.064,0.066,0.08,0.053,0.025,-0.012,-0.041,-0.03,-0.029,-0.021,-0.025
1063,,,0.17,0.037,0.027,-0.001,-0.034,-0.018,0.02,-0.007,0.011,0.055,0.018,-0.018,-0.063,-0.005,-0.039,-0.044,-0.061,-0.032,-0.007,0.051,0.107
1064,,,0.153,0.009,0.01,-0.001,-0.01,0.002,0.029,0.006,0.006,0.014,0.009,-0.013,-0.041,0.008,-0.019,-0.036,-0.061,-0.035,-0.012,0.041,0.092
1065,,,0.121,-0.015,-0.014,-0.015,-0.002,-0.02,-0.04,-0.021,-0.011,-0.012,0.07,0.072,0.078,0.065,0.033,-0.011,-0.043,-0.039,-0.037,-0.024,-0.014
1066,,,0.175,-0.021,-0.019,-0.019,-0.003,-0.034,-0.067,-0.026,0.005,0.024,0.108,0.092,0.092,0.046,0.008,-0.026,-0.05,-0.04,-0.038,-0.025,-0.009
1067,,,0.232,-0.024,-0.028,-0.027,-0.006,-0.049,-0.092,-0.038,0,0.016,0.139,0.134,0.14,0.075,0.03,-0.023,-0.054,-0.052,-0.053,-0.049,-0.036
1068,,,0.137,0.017,0.009,-0.012,-0.024,-0.03,-0.026,-0.018,0.01,0.049,0.071,0.036,0.007,0.016,-0.019,-0.043,-0.066,-0.04,-0.023,0.02,0.065
1069,,,0.114,-0.023,-0.018,-0.018,0.003,-0.017,-0.037,-0.014,-0.001,-0.006,0.06,0.064,0.075,0.059,0.027,-0.009,-0.039,-0.033,-0.032,-0.024,-0.018
1070,,,0.17,-0.025,-0.023,-0.017,0.005,-0.024,-0.062,-0.025,-0.011,-0.018,0.084,0.091,0.108,0.077,0.046,-0.004,-0.042,-0.038,-0.042,-0.043,-0.039
1071,,,0.157,-0.036,-0.03,-0.023,0.002,-0.022,-0.047,-0.011,0.002,-0.003,0.093,0.09,0.099,0.065,0.033,-0.023,-0.058,-0.05,-0.044,-0.031,-0.007
1072,,,0.126,-0.021,-0.017,-0.018,0.002,-0.015,-0.03,-0.009,0.001,-0.003,0.068,0.065,0.067,0.05,0.018,-0.027,-0.058,-0.043,-0.034,-0.01,0.015
1073,,,0.254,-0.045,-0.04,-0.028,0.013,-0.032,-0.09,-0.033,-0.013,-0.03,0.118,0.134,0.164,0.099,0.068,0.005,-0.035,-0.04,-0.056,-0.074,-0.086
1074,,,0.164,-0.034,-0.028,-0.025,0.005,-0.023,-0.054,-0.018,-0.003,-0.014,0.093,0.096,0.11,0.075,0.041,-0.014,-0.05,-0.042,-0.042,-0.04,-0.032
1075,,,0.131,-0.022,-0.02,-0.018,0.006,-0.013,-0.031,-0.008,0.005,-0.002,0.071,0.064,0.066,0.045,0.012,-0.033,-0.06,-0.044,-0.031,-0.007,0.019
1076,,,0.135,-0.023,-0.021,-0.02,-0.001,-0.018,-0.034,-0.013,-0.001,-0.005,0.079,0.075,0.075,0.058,0.026,-0.023,-0.056,-0.041,-0.036,-0.019,-0.001
1077,,,0.188,-0.008,-0.012,-0.021,-0.014,-0.042,-0.072,-0.039,-0.007,0.021,0.116,0.102,0.095,0.065,0.025,-0.017,-0.048,-0.049,-0.047,-0.031,-0.017
1078,,,0.233,-0.042,-0.036,-0.02,0.019,-0.026,-0.08,-0.026,-0.009,-0.029,0.091,0.109,0.153,0.085,0.053,0.002,-0.032,-0.036,-0.046,-0.06,-0.07
1079,,,0.288,-0.05,-0.051,-0.039,-0.001,-0.047,-0.102,-0.037,0.013,0.051,0.186,0.158,0.15,0.051,0.006,-0.048,-0.055,-0.031,-0.033,-0.049,-0.071
1080,,,0.112,-0.022,-0.016,-0.013,0.006,-0.014,-0.035,-0.016,-0.007,-0.013,0.05,0.058,0.073,0.062,0.036,-0.007,-0.039,-0.03,-0.032,-0.022,-0.021
1081,,,0.212,-0.042,-0.036,-0.029,0.005,-0.028,-0.07,-0.027,-0.011,-0.018,0.113,0.122,0.142,0.092,0.056,-0.009,-0.045,-0.048,-0.054,-0.056,-0.058
1082,,,0.115,-0.018,-0.014,-0.016,-0.004,-0.014,-0.019,-0.009,0,-0.001,0.063,0.054,0.05,0.05,0.018,-0.021,-0.052,-0.038,-0.031,-0.01,0.013
1083,,,0.237,-0.029,-0.028,-0.026,-0.002,-0.037,-0.079,-0.033,0.01,0.063,0.158,0.118,0.092,0.02,-0.026,-0.068,-0.067,-0.026,-0.015,-0.012,-0.014
1084,,,0.175,-0.031,-0.03,-0.026,-0.002,-0.028,-0.057,-0.025,-0.008,-0.013,0.098,0.104,0.118,0.085,0.051,-0.008,-0.046,-0.044,-0.051,-0.047,-0.042
1085,,,0.248,0.024,0.025,0.011,-0.014,0.012,0.062,0.015,0.01,0.032,-0.015,-0.052,-0.1,-0.029,-0.059,-0.055,-0.066,-0.028,0.005,0.076,0.148
1086,,,0.165,0.015,0.018,0.005,-0.008,0.01,0.047,0.01,0.004,0.019,-0.019,-0.04,-0.071,-0.006,-0.031,-0.035,-0.051,-0.021,0.004,0.057,0.094
1087,,,0.183,-0.009,-0.014,-0.02,-0.008,-0.04,-0.077,-0.036,-0.005,0.011,0.101,0.095,0.106,0.066,0.032,-0.008,-0.039,-0.037,-0.043,-0.039,-0.036
1088,,,0.267,0.078,0.068,0.008,-0.07,-0.019,0.072,-0.011,0,0.067,-0.044,-0.088,-0.164,-0.009,-0.035,-0.006,-0.037,-0.005,0.013,0.077,0.103
1089,,,0.183,0,-0.002,-0.01,-0.005,-0.025,-0.047,-0.027,0.008,0.064,0.107,0.064,0.029,-0.008,-0.046,-0.076,-0.073,-0.029,-0.008,0.025,0.058
1090,,,0.207,-0.028,-0.028,-0.029,-0.012,-0.043,-0.077,-0.025,0.011,0.026,0.13,0.118,0.117,0.063,0.023,-0.028,-0.06,-0.049,-0.05,-0.038,-0.021
1091,,,0.143,0.011,0.014,0.003,-0.007,0.006,0.035,0.009,0.01,0.019,-0.008,-0.027,-0.054,-0.007,-0.034,-0.037,-0.051,-0.022,0.001,0.051,0.089
1092,,,0.266,-0.049,-0.063,-0.076,-0.007,-0.023,-0.059,-0.017,-0.002,0.008,0.19,0.164,0.155,0.075,0.029,-0.039,-0.067,-0.058,-0.056,-0.057,-0.049
1093,,,0.275,0.012,-0.002,-0.021,-0.026,-0.061,-0.109,-0.095,-0.053,0.043,0.166,0.141,0.125,0.1,0.059,0.001,-0.048,-0.055,-0.066,-0.059,-0.053
1094,,,0.115,-0.001,0.006,0.001,-0.008,0.001,0.024,0.004,0.006,0.014,0.003,-0.008,-0.025,0.014,-0.015,-0.028,-0.05,-0.028,-0.009,0.033,0.065
1095,,,0.171,0.027,0.005,-0.033,-0.008,0.015,0.038,-0.002,-0.016,0.009,0.051,0.012,-0.028,-0.002,-0.039,-0.061,-0.075,-0.033,-0.004,0.048,0.096
1096,,,0.271,-0.013,-0.021,-0.02,0.003,-0.051,-0.111,-0.047,-0.016,-0.007,0.12,0.131,0.16,0.086,0.052,-0.004,-0.039,-0.043,-0.054,-0.062,-0.063
1097,,,0.279,-0.055,-0.05,-0.037,-0.001,-0.045,-0.095,-0.03,0.017,0.059,0.184,0.151,0.137,0.042,0,-0.056,-0.063,-0.032,-0.027,-0.04,-0.059
1098,,,0.195,-0.046,-0.04,-0.03,0.009,-0.025,-0.064,-0.018,0,-0.012,0.111,0.114,0.131,0.08,0.048,-0.017,-0.055,-0.051,-0.05,-0.047,-0.038
1099,,,0.133,-0.036,-0.028,-0.019,0.006,-0.016,-0.04,-0.012,0.002,-0.008,0.069,0.076,0.091,0.065,0.033,-0.008,-0.042,-0.036,-0.037,-0.03,-0.028
1100,,,0.19,0.019,0.02,0.007,-0.011,0.01,0.052,0.012,0.008,0.023,-0.028,-0.051,-0.081,-0.009,-0.033,-0.035,-0.053,-0.024,0.002,0.061,0.109
1101,,,0.133,-0.029,-0.023,-0.017,0,-0.018,-0.035,-0.011,0.002,0.003,0.08,0.074,0.072,0.052,0.018,-0.022,-0.053,-0.04,-0.033,-0.018,-0.002
1102,,,0.229,-0.038,-0.037,-0.036,-0.012,-0.048,-0.083,-0.028,0.009,0.028,0.146,0.131,0.134,0.075,0.039,-0.017,-0.053,-0.053,-0.056,-0.052,-0.047
1103,,,0.254,-0.036,-0.04,-0.037,-0.007,-0.051,-0.098,-0.036,0.005,0.02,0.152,0.151,0.156,0.082,0.039,-0.02,-0.052,-0.053,-0.057,-0.058,-0.06
1104,,,0.243,-0.028,-0.031,-0.027,-0.005,-0.05,-0.096,-0.037,-0.001,0.013,0.133,0.128,0.147,0.082,0.041,-0.008,-0.043,-0.048,-0.056,-0.058,-0.056
1105,,,0.189,-0.03,-0.024,-0.018,0.017,-0.021,-0.067,-0.025,-0.009,-0.027,0.082,0.092,0.122,0.072,0.043,-0.008,-0.038,-0.036,-0.043,-0.045,-0.038
1106,,,0.138,-0.022,-0.019,-0.02,-0.002,-0.02,-0.04,-0.016,-0.002,-0.007,0.084,0.082,0.082,0.06,0.024,-0.023,-0.054,-0.045,-0.041,-0.023,0.002
1107,,,0.179,-0.014,-0.015,-0.022,-0.008,-0.042,-0.073,-0.03,-0.001,0.015,0.105,0.1,0.106,0.064,0.029,-0.017,-0.047,-0.046,-0.048,-0.034,-0.02
1108,,,0.108,-0.017,-0.014,-0.015,-0.005,-0.018,-0.028,-0.017,-0.008,-0.007,0.065,0.064,0.066,0.06,0.025,-0.01,-0.042,-0.033,-0.034,-0.021,-0.01
1109,,,0.196,-0.024,-0.02,-0.019,0.007,-0.026,-0.071,-0.033,-0.019,-0.027,0.088,0.101,0.125,0.085,0.056,-0.001,-0.037,-0.037,-0.042,-0.05,-0.056
1110,,,0.124,0,0,-0.011,-0.01,-0.005,0.009,-0.002,0.002,0.009,0.035,0.019,0.001,0.029,-0.003,-0.034,-0.063,-0.038,-0.021,0.021,0.061
1111,,,0.128,0.023,0.016,-0.007,-0.028,-0.024,-0.008,-0.016,0.006,0.045,0.048,0.017,-0.016,0.013,-0.021,-0.033,-0.057,-0.036,-0.019,0.025,0.071
1112,,,0.121,-0.016,-0.015,-0.017,-0.006,-0.019,-0.03,-0.016,-0.006,-0.006,0.069,0.068,0.068,0.063,0.03,-0.014,-0.052,-0.044,-0.04,-0.019,0.002
1113,,,0.17,0.02,0.016,0,-0.009,-0.01,-0.002,-0.014,0.011,0.068,0.06,0.003,-0.047,-0.037,-0.07,-0.076,-0.068,-0.012,0.015,0.059,0.094
1114,,,0.17,-0.001,-0.009,-0.021,-0.016,-0.04,-0.067,-0.032,0,0.024,0.103,0.089,0.087,0.056,0.017,-0.024,-0.054,-0.045,-0.043,-0.024,0.001
1115,,,0.115,0.02,0.011,-0.01,-0.029,-0.03,-0.018,-0.026,-0.003,0.035,0.062,0.035,0.007,0.033,0,-0.021,-0.053,-0.039,-0.029,0.009,0.044
1116,,,0.123,-0.025,-0.021,-0.018,0.002,-0.015,-0.031,-0.011,-0.002,-0.007,0.071,0.068,0.071,0.059,0.025,-0.016,-0.052,-0.04,-0.036,-0.021,-0.001
1117,,,0.135,-0.02,-0.02,-0.019,0.001,-0.021,-0.044,-0.016,-0.003,-0.009,0.077,0.079,0.086,0.06,0.027,-0.016,-0.049,-0.042,-0.038,-0.026,-0.007
1118,,,0.252,-0.047,-0.045,-0.031,0.008,-0.036,-0.089,-0.03,-0.005,-0.019,0.13,0.138,0.163,0.099,0.065,-0.003,-0.042,-0.051,-0.063,-0.073,-0.069
1119,,,0.166,-0.007,-0.011,-0.023,-0.018,-0.039,-0.058,-0.026,0.007,0.033,0.107,0.085,0.072,0.049,0.012,-0.029,-0.059,-0.049,-0.04,-0.017,0.01
1120,,,0.256,-0.046,-0.042,-0.031,0.003,-0.039,-0.092,-0.029,0.013,0.053,0.164,0.136,0.128,0.035,-0.006,-0.06,-0.061,-0.023,-0.019,-0.032,-0.051
1121,,,0.105,-0.016,-0.014,-0.014,0.002,-0.014,-0.029,-0.011,-0.002,-0.005,0.061,0.05,0.055,0.049,0.021,-0.015,-0.044,-0.035,-0.028,-0.011,0.001
1122,,,0.166,-0.04,-0.031,-0.021,0.012,-0.017,-0.051,-0.014,-0.007,-0.025,0.081,0.09,0.115,0.078,0.047,-0.007,-0.044,-0.042,-0.045,-0.042,-0.036
1123,,,0.113,0.012,0.009,-0.007,-0.02,-0.017,-0.004,-0.012,0.003,0.029,0.046,0.02,-0.008,0.02,-0.011,-0.03,-0.055,-0.035,-0.019,0.02,0.058
1124,,,0.243,-0.035,-0.033,-0.029,-0.002,-0.042,-0.097,-0.03,0.003,0.013,0.138,0.131,0.146,0.073,0.034,-0.016,-0.048,-0.046,-0.052,-0.058,-0.049
1125,,,0.262,-0.052,-0.05,-0.035,0.008,-0.035,-0.089,-0.023,-0.001,-0.015,0.135,0.146,0.173,0.094,0.06,-0.015,-0.056,-0.054,-0.06,-0.067,-0.065
1126,,,0.15,-0.019,-0.014,-0.012,0.009,-0.017,-0.045,-0.006,0.022,0.031,0.086,0.057,0.044,-0.005,-0.038,-0.064,-0.056,-0.003,0.011,0.014,0.006
1127,,,0.184,-0.046,-0.04,-0.029,0.009,-0.025,-0.058,-0.015,0.002,-0.01,0.112,0.114,0.125,0.073,0.039,-0.023,-0.059,-0.054,-0.053,-0.042,-0.022
